microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat,lon
0.034864,pieces/m3,0.005-1,0.335,33.42,-58.63
0.0,pieces/m3,0-0.0005,0.335,33.43,-58.62
0.0,pieces/m3,0-0.0005,0.335,33.44,-58.61
0.025012,pieces/m3,0.005-1,0.335,33.03,-58.53
0.077288,pieces/m3,0.005-1,0.335,32.79,-58.4
0.046932,pieces/m3,0.005-1,0.335,32.8,-58.42
0.022252,pieces/m3,0.005-1,0.335,32.8,-58.43
0.100872,pieces/m3,0.005-1,0.335,32.49,-58.12
0.018116,pieces/m3,0.005-1,0.335,31.94,-57.7
0.011744,pieces/m3,0.005-1,0.335,31.24,-57.41
0.098868,pieces/m3,0.005-1,0.335,30.5,-56.97
0.14294,pieces/m3,0.005-1,0.335,30.11,-56.56
0.251544,pieces/m3,0.005-1,0.335,30.21,-56.66
0.036084,pieces/m3,0.005-1,0.335,30.19,-56.62
0.093628,pieces/m3,0.005-1,0.335,30.14,-56.58
0.005708,pieces/m3,0.005-1,0.335,29.6,-55.84
1.449752,pieces/m3,1-10,0.335,27.59,-55.51
0.145348,pieces/m3,0.005-1,0.335,26.51,-55.72
0.011184,pieces/m3,0.005-1,0.335,25.67,-56.0
0.129144,pieces/m3,0.005-1,0.335,25.51,-56.08
0.075968,pieces/m3,0.005-1,0.335,25.49,-56.09
0.024128,pieces/m3,0.005-1,0.335,25.48,-56.1
0.010532,pieces/m3,0.005-1,0.335,24.75,-56.32
0.001848,pieces/m3,0.0005-0.005,0.335,24.36,-56.41
0.005716,pieces/m3,0.005-1,0.335,24.34,-56.42
0.064256,pieces/m3,0.005-1,0.335,24.33,-56.42
0.00702,pieces/m3,0.005-1,0.335,24.32,-56.42
0.016432,pieces/m3,0.005-1,0.335,23.68,-56.61
0.0,pieces/m3,0-0.0005,0.335,23.31,-56.75
0.003272,pieces/m3,0.0005-0.005,0.335,23.3,-56.76
0.003272,pieces/m3,0.0005-0.005,0.335,23.28,-56.77
0.007912,pieces/m3,0.005-1,0.335,21.72,-57.32
0.004508,pieces/m3,0.0005-0.005,0.335,20.7,-57.72
0.0,pieces/m3,0-0.0005,0.335,19.93,-58.03
0.007632,pieces/m3,0.005-1,0.335,18.73,-58.33
0.0,pieces/m3,0-0.0005,0.335,17.81,-58.63
0.004552,pieces/m3,0.0005-0.005,0.335,16.68,-59.05
0.004056,pieces/m3,0.0005-0.005,0.335,16.68,-59.05
0.001792,pieces/m3,0.0005-0.005,0.335,16.66,-59.06
0.005616,pieces/m3,0.005-1,0.335,16.64,-59.07
0.0,pieces/m3,0-0.0005,0.335,15.4,-59.36
0.00824,pieces/m3,0.005-1,0.335,14.74,-59.66
0.0,pieces/m3,0-0.0005,0.335,14.37,-59.76
0.0,pieces/m3,0-0.0005,0.335,14.36,-59.76
0.00432,pieces/m3,0.0005-0.005,0.335,14.35,-59.76
0.0043,pieces/m3,0.0005-0.005,0.335,13.79,-59.82
0.0,pieces/m3,0-0.0005,0.335,13.37,-59.86
0.0043,pieces/m3,0.0005-0.005,0.335,13.35,-59.86
0.0,pieces/m3,0-0.0005,0.335,13.33,-59.86
0.0,pieces/m3,0-0.0005,0.335,12.6,-60.01
0.0,pieces/m3,0-0.0005,0.335,11.68,-60.09
0.0,pieces/m3,0-0.0005,0.335,11.58,-62.25
0.0,pieces/m3,0-0.0005,0.335,13.26,-61.42
0.0,pieces/m3,0-0.0005,0.335,13.92,-61.39
0.0,pieces/m3,0-0.0005,0.335,14.6,-61.44
0.00268,pieces/m3,0.0005-0.005,0.335,17.5,-62.31
0.006376,pieces/m3,0.005-1,0.335,24.24,-80.13
0.00316,pieces/m3,0.0005-0.005,0.335,25.61,-79.94
0.018,pieces/m3,0.005-1,0.335,27.53,-76.0
0.01234,pieces/m3,0.005-1,0.335,26.79,-74.44
0.0216,pieces/m3,0.005-1,0.335,26.13,-73.02
0.045356,pieces/m3,0.005-1,0.335,25.52,-72.54
0.008896,pieces/m3,0.005-1,0.335,24.1,-71.87
0.064796,pieces/m3,0.005-1,0.335,23.16,-71.29
0.00864,pieces/m3,0.005-1,0.335,21.62,-69.46
0.00432,pieces/m3,0.0005-0.005,0.335,21.81,-71.18
0.024692,pieces/m3,0.005-1,0.335,19.05,-74.0
0.006172,pieces/m3,0.005-1,0.335,18.02,-75.41
0.031108,pieces/m3,0.005-1,0.335,17.37,-79.04
0.058316,pieces/m3,0.005-1,0.335,17.2,-79.51
0.0,pieces/m3,0-0.0005,0.335,17.09,-80.34
0.01478,pieces/m3,0.005-1,0.335,16.75,-83.7
0.0,pieces/m3,0-0.0005,0.335,16.15,-85.29
0.046296,pieces/m3,0.005-1,0.335,17.04,-86.24
0.091084,pieces/m3,0.005-1,0.335,24.32,-83.94
0.017228,pieces/m3,0.005-1,0.335,24.29,-81.95
0.00216,pieces/m3,0.0005-0.005,0.335,24.85,-79.86
0.00432,pieces/m3,0.0005-0.005,0.335,24.88,-79.83
0.01512,pieces/m3,0.005-1,0.335,25.27,-79.38
0.0,pieces/m3,0-0.0005,0.335,25.39,-79.85
0.0,pieces/m3,0-0.0005,0.335,25.41,-79.82
0.0,pieces/m3,0-0.0005,0.335,26.05,-79.93
0.003084,pieces/m3,0.0005-0.005,0.335,26.51,-79.64
0.0072,pieces/m3,0.005-1,0.335,26.34,-79.09
0.00216,pieces/m3,0.0005-0.005,0.335,25.94,-77.8
0.00216,pieces/m3,0.0005-0.005,0.335,25.93,-77.79
0.00648,pieces/m3,0.005-1,0.335,25.91,-76.73
0.035992,pieces/m3,0.005-1,0.335,25.36,-76.07
0.066956,pieces/m3,0.005-1,0.335,22.86,-74.48
0.036716,pieces/m3,0.005-1,0.335,22.86,-74.48
0.00216,pieces/m3,0.0005-0.005,0.335,20.81,-73.86
0.01728,pieces/m3,0.005-1,0.335,20.79,-73.86
0.0,pieces/m3,0-0.0005,0.335,18.73,-75.37
0.0,pieces/m3,0-0.0005,0.335,18.4,-76.38
0.01296,pieces/m3,0.005-1,0.335,24.29,-81.95
0.0,pieces/m3,0-0.0005,0.335,18.43,-76.23
0.00432,pieces/m3,0.0005-0.005,0.335,18.38,-76.12
0.034556,pieces/m3,0.005-1,0.335,17.88,-76.13
0.00432,pieces/m3,0.0005-0.005,0.335,17.88,-76.13
0.032396,pieces/m3,0.005-1,0.335,17.27,-76.75
0.0108,pieces/m3,0.005-1,0.335,17.11,-77.35
0.0027,pieces/m3,0.0005-0.005,0.335,17.11,-77.03
0.047516,pieces/m3,0.005-1,0.335,16.95,-77.34
0.00432,pieces/m3,0.0005-0.005,0.335,16.73,-77.91
0.01296,pieces/m3,0.005-1,0.335,16.73,-77.93
0.00216,pieces/m3,0.0005-0.005,0.335,16.76,-78.27
0.0,pieces/m3,0-0.0005,0.335,16.67,-79.33
0.0,pieces/m3,0-0.0005,0.335,16.64,-81.41
0.013148,pieces/m3,0.005-1,0.335,16.63,-81.39
0.019636,pieces/m3,0.005-1,0.335,16.68,-82.41
0.0,pieces/m3,0-0.0005,0.335,16.42,-83.38
0.0,pieces/m3,0-0.0005,0.335,16.41,-83.37
0.0,pieces/m3,0-0.0005,0.335,16.38,-84.74
0.0,pieces/m3,0-0.0005,0.335,16.39,-84.75
0.0216,pieces/m3,0.005-1,0.335,16.18,-85.55
0.0031,pieces/m3,0.0005-0.005,0.335,24.17,-83.48
0.0,pieces/m3,0-0.0005,0.335,23.96,-81.98
0.00216,pieces/m3,0.0005-0.005,0.335,24.27,-82.29
0.0,pieces/m3,0-0.0005,0.335,24.09,-81.86
0.00864,pieces/m3,0.005-1,0.335,37.25,-74.35
0.0,pieces/m3,0-0.0005,0.335,37.56,-73.79
0.0,pieces/m3,0-0.0005,0.335,37.97,-73.12
0.0,pieces/m3,0-0.0005,0.335,38.38,-72.59
0.00432,pieces/m3,0.0005-0.005,0.335,39.0,-73.45
0.024684,pieces/m3,0.005-1,0.335,41.1,-71.06
0.047516,pieces/m3,0.005-1,0.335,40.92,-70.63
0.045356,pieces/m3,0.005-1,0.335,40.69,-70.42
0.0,pieces/m3,0-0.0005,0.335,39.93,-70.85
0.0,pieces/m3,0-0.0005,0.335,40.7,-70.26
0.0,pieces/m3,0-0.0005,0.335,41.55,-70.32
0.0,pieces/m3,0-0.0005,0.335,40.02,-68.95
0.0,pieces/m3,0-0.0005,0.335,40.42,-68.56
0.0,pieces/m3,0-0.0005,0.335,40.95,-68.43
0.00648,pieces/m3,0.005-1,0.335,41.07,-68.78
0.0,pieces/m3,0-0.0005,0.335,41.84,-69.26
0.0,pieces/m3,0-0.0005,0.335,42.19,-69.81
0.0,pieces/m3,0-0.0005,0.335,42.74,-70.3
0.00216,pieces/m3,0.0005-0.005,0.335,43.03,-69.85
0.0,pieces/m3,0-0.0005,0.335,42.69,-69.17
0.00216,pieces/m3,0.0005-0.005,0.335,42.83,-69.3
0.009256,pieces/m3,0.005-1,0.335,42.6,-69.42
0.00216,pieces/m3,0.0005-0.005,0.335,42.56,-69.66
0.005892,pieces/m3,0.005-1,0.335,42.35,-70.24
0.0,pieces/m3,0-0.0005,0.335,42.41,-70.32
0.0,pieces/m3,0-0.0005,0.335,40.82,-70.34
0.001272,pieces/m3,0.0005-0.005,0.335,40.71,-70.31
0.0,pieces/m3,0-0.0005,0.335,40.85,-68.65
0.00216,pieces/m3,0.0005-0.005,0.335,40.94,-68.55
0.0,pieces/m3,0-0.0005,0.335,42.17,-69.48
0.0,pieces/m3,0-0.0005,0.335,42.37,-69.4
0.0,pieces/m3,0-0.0005,0.335,41.29,-70.98
0.00216,pieces/m3,0.0005-0.005,0.335,41.06,-70.63
0.0,pieces/m3,0-0.0005,0.335,40.94,-70.49
0.00216,pieces/m3,0.0005-0.005,0.335,40.76,-70.08
0.0,pieces/m3,0-0.0005,0.335,41.01,-69.0
0.0,pieces/m3,0-0.0005,0.335,41.71,-69.39
0.0,pieces/m3,0-0.0005,0.335,42.38,-70.01
0.0,pieces/m3,0-0.0005,0.335,42.44,-69.99
0.0,pieces/m3,0-0.0005,0.335,42.41,-70.4
0.00216,pieces/m3,0.0005-0.005,0.335,42.08,-70.27
0.0,pieces/m3,0-0.0005,0.335,40.78,-70.55
0.0,pieces/m3,0-0.0005,0.335,40.15,-70.12
0.0,pieces/m3,0-0.0005,0.335,41.88,-70.44
0.00432,pieces/m3,0.0005-0.005,0.335,42.1,-70.4
0.0,pieces/m3,0-0.0005,0.335,42.93,-69.65
0.0,pieces/m3,0-0.0005,0.335,43.2,-69.34
0.0,pieces/m3,0-0.0005,0.335,43.46,-68.68
0.0,pieces/m3,0-0.0005,0.335,43.75,-68.43
0.00948,pieces/m3,0.005-1,0.335,40.34,-70.84
0.0,pieces/m3,0-0.0005,0.335,39.88,-69.7
0.0,pieces/m3,0-0.0005,0.335,40.03,-69.14
0.00216,pieces/m3,0.0005-0.005,0.335,39.78,-68.61
0.0,pieces/m3,0-0.0005,0.335,39.64,-68.21
0.00216,pieces/m3,0.0005-0.005,0.335,39.44,-66.63
0.025916,pieces/m3,0.005-1,0.335,39.39,-65.4
0.0,pieces/m3,0-0.0005,0.335,39.86,-64.56
0.005184,pieces/m3,0.005-1,0.335,40.36,-63.27
0.058172,pieces/m3,0.005-1,0.335,38.55,-60.4
0.00648,pieces/m3,0.005-1,0.335,35.89,-58.15
0.00216,pieces/m3,0.0005-0.005,0.335,34.94,-58.23
0.041036,pieces/m3,0.005-1,0.335,29.79,-59.45
0.01944,pieces/m3,0.005-1,0.335,28.63,-59.3
0.00864,pieces/m3,0.005-1,0.335,27.6,-59.09
0.067196,pieces/m3,0.005-1,0.335,26.76,-59.14
0.111076,pieces/m3,0.005-1,0.335,26.01,-59.34
0.034556,pieces/m3,0.005-1,0.335,25.49,-59.5
0.02066,pieces/m3,0.005-1,0.335,23.84,-59.53
0.00864,pieces/m3,0.005-1,0.335,22.86,-59.8
0.284988,pieces/m3,0.005-1,0.335,21.96,-60.0
0.01234,pieces/m3,0.005-1,0.335,21.32,-60.14
0.0,pieces/m3,0-0.0005,0.335,20.03,-60.45
0.0036,pieces/m3,0.0005-0.005,0.335,19.16,-60.71
0.00216,pieces/m3,0.0005-0.005,0.335,18.13,-61.15
0.0216,pieces/m3,0.005-1,0.335,16.11,-60.69
0.00648,pieces/m3,0.005-1,0.335,15.4,-60.42
0.0,pieces/m3,0-0.0005,0.335,14.62,-60.27
0.0,pieces/m3,0-0.0005,0.335,13.75,-59.89
0.0,pieces/m3,0-0.0005,0.335,12.72,-60.34
0.0024,pieces/m3,0.0005-0.005,0.335,11.28,-60.14
0.0135,pieces/m3,0.005-1,0.335,14.24,-61.73
0.0,pieces/m3,0-0.0005,0.335,14.96,-62.06
0.00864,pieces/m3,0.005-1,0.335,17.91,-63.18
0.01296,pieces/m3,0.005-1,0.335,17.83,-62.99
0.008096,pieces/m3,0.005-1,0.335,17.6,-62.73
0.0,pieces/m3,0-0.0005,0.335,17.6,-62.71
0.00216,pieces/m3,0.0005-0.005,0.335,17.0,-62.61
0.0108,pieces/m3,0.005-1,0.335,17.0,-65.25
0.0,pieces/m3,0-0.0005,0.335,17.4,-66.73
0.0024,pieces/m3,0.0005-0.005,0.335,17.38,-66.73
0.00432,pieces/m3,0.0005-0.005,0.335,18.07,-67.54
0.001728,pieces/m3,0.0005-0.005,0.335,18.7,-67.76
0.01512,pieces/m3,0.005-1,0.335,19.18,-68.49
0.0018,pieces/m3,0.0005-0.005,0.335,19.35,-68.92
0.0108,pieces/m3,0.005-1,0.335,19.18,-69.09
0.00216,pieces/m3,0.0005-0.005,0.335,19.77,-69.48
0.01512,pieces/m3,0.005-1,0.335,20.12,-69.95
0.001964,pieces/m3,0.0005-0.005,0.335,20.63,-70.57
0.0,pieces/m3,0-0.0005,0.335,20.27,-70.46
0.053996,pieces/m3,0.005-1,0.335,20.4,-72.23
0.0018,pieces/m3,0.0005-0.005,0.335,20.07,-72.4
0.0108,pieces/m3,0.005-1,0.335,19.98,-73.0
0.0,pieces/m3,0-0.0005,0.335,19.95,-73.58
0.018892,pieces/m3,0.005-1,0.335,19.31,-74.63
0.00216,pieces/m3,0.0005-0.005,0.335,18.57,-75.24
0.0,pieces/m3,0-0.0005,0.335,18.48,-75.82
0.0,pieces/m3,0-0.0005,0.335,19.28,-80.55
0.040112,pieces/m3,0.005-1,0.335,24.2,-81.92
0.00864,pieces/m3,0.005-1,0.335,24.36,-82.39
0.01296,pieces/m3,0.005-1,0.335,24.39,-83.21
0.034888,pieces/m3,0.005-1,0.335,24.64,-84.35
0.0,pieces/m3,0-0.0005,0.335,24.94,-85.12
0.0,pieces/m3,0-0.0005,0.335,25.08,-84.15
0.0,pieces/m3,0-0.0005,0.335,25.3,-84.57
0.00432,pieces/m3,0.0005-0.005,0.335,25.11,-83.88
0.0018,pieces/m3,0.0005-0.005,0.335,25.07,-83.89
0.0,pieces/m3,0-0.0005,0.335,24.83,-83.67
0.0,pieces/m3,0-0.0005,0.335,24.37,-81.67
0.0126,pieces/m3,0.005-1,0.335,24.33,-81.14
0.0,pieces/m3,0-0.0005,0.335,24.59,-80.45
0.0018,pieces/m3,0.0005-0.005,0.335,25.12,-79.95
0.0,pieces/m3,0-0.0005,0.335,25.89,-79.64
0.0,pieces/m3,0-0.0005,0.335,26.16,-78.04
0.045028,pieces/m3,0.005-1,0.335,25.98,-77.63
0.0216,pieces/m3,0.005-1,0.335,25.63,-76.98
0.0,pieces/m3,0-0.0005,0.335,25.31,-71.56
0.0,pieces/m3,0-0.0005,0.335,24.62,-71.25
0.0243,pieces/m3,0.005-1,0.335,23.79,-70.92
0.00576,pieces/m3,0.005-1,0.335,22.91,-70.46
0.0,pieces/m3,0-0.0005,0.335,22.18,-70.23
0.035996,pieces/m3,0.005-1,0.335,21.54,-69.53
0.0054,pieces/m3,0.005-1,0.335,21.03,-69.39
0.0072,pieces/m3,0.005-1,0.335,20.55,-69.09
0.0,pieces/m3,0-0.0005,0.335,20.03,-69.18
0.0,pieces/m3,0-0.0005,0.335,20.11,-70.09
0.0072,pieces/m3,0.005-1,0.335,20.67,-70.06
0.0,pieces/m3,0-0.0005,0.335,20.33,-71.01
0.0,pieces/m3,0-0.0005,0.335,20.73,-72.41
0.01178,pieces/m3,0.005-1,0.335,20.61,-73.42
0.0,pieces/m3,0-0.0005,0.335,18.68,-75.12
0.172972,pieces/m3,0.005-1,0.335,18.7,-75.56
0.02162,pieces/m3,0.005-1,0.335,18.92,-75.96
0.0,pieces/m3,0-0.0005,0.335,18.74,-77.39
0.0,pieces/m3,0-0.0005,0.335,18.86,-79.4
0.0,pieces/m3,0-0.0005,0.335,19.77,-81.06
0.0,pieces/m3,0-0.0005,0.335,19.98,-81.3
0.00216,pieces/m3,0.0005-0.005,0.335,20.17,-81.79
0.0,pieces/m3,0-0.0005,0.335,24.44,-80.23
0.0,pieces/m3,0-0.0005,0.335,25.31,-79.98
0.01234,pieces/m3,0.005-1,0.335,26.92,-79.3
0.00648,pieces/m3,0.005-1,0.335,27.48,-79.4
0.039624,pieces/m3,0.005-1,0.335,27.82,-78.56
0.079912,pieces/m3,0.005-1,0.335,28.03,-77.98
0.00216,pieces/m3,0.0005-0.005,0.335,28.5,-77.39
0.025916,pieces/m3,0.005-1,0.335,28.59,-75.97
0.027492,pieces/m3,0.005-1,0.335,29.04,-74.91
0.0,pieces/m3,0-0.0005,0.335,29.51,-73.94
0.018512,pieces/m3,0.005-1,0.335,29.66,-72.98
0.004696,pieces/m3,0.0005-0.005,0.335,31.64,-69.03
0.025916,pieces/m3,0.005-1,0.335,32.5,-67.08
0.00216,pieces/m3,0.0005-0.005,0.335,32.34,-66.42
0.0,pieces/m3,0-0.0005,0.335,32.28,-65.56
0.004704,pieces/m3,0.0005-0.005,0.335,32.86,-64.49
0.026784,pieces/m3,0.005-1,0.335,26.74,-60.48
0.071112,pieces/m3,0.005-1,0.335,25.84,-60.2
0.45378,pieces/m3,0.005-1,0.335,24.82,-59.86
0.075988,pieces/m3,0.005-1,0.335,24.3,-59.51
0.060104,pieces/m3,0.005-1,0.335,23.87,-58.89
0.034696,pieces/m3,0.005-1,0.335,22.34,-58.71
0.007904,pieces/m3,0.005-1,0.335,21.78,-59.11
0.00432,pieces/m3,0.0005-0.005,0.335,20.15,-59.65
0.0061,pieces/m3,0.005-1,0.335,18.84,-60.37
0.0087,pieces/m3,0.005-1,0.335,17.54,-61.23
0.0,pieces/m3,0-0.0005,0.335,16.75,-62.09
0.0,pieces/m3,0-0.0005,0.335,16.74,-62.3
0.00306,pieces/m3,0.0005-0.005,0.335,18.68,-64.96
0.0,pieces/m3,0-0.0005,0.335,18.66,-64.96
0.0,pieces/m3,0-0.0005,0.335,19.43,-64.95
0.007016,pieces/m3,0.005-1,0.335,20.28,-64.97
0.01728,pieces/m3,0.005-1,0.335,20.27,-64.99
0.07896,pieces/m3,0.005-1,0.335,20.68,-65.07
0.066044,pieces/m3,0.005-1,0.335,21.28,-64.95
0.038112,pieces/m3,0.005-1,0.335,21.65,-64.82
0.25054,pieces/m3,0.005-1,0.335,22.29,-64.77
0.213224,pieces/m3,0.005-1,0.335,22.31,-64.77
0.016084,pieces/m3,0.005-1,0.335,23.35,-64.9
0.06154,pieces/m3,0.005-1,0.335,25.27,-65.59
0.00468,pieces/m3,0.0005-0.005,0.335,25.67,-65.68
0.006392,pieces/m3,0.005-1,0.335,25.65,-65.7
0.007856,pieces/m3,0.005-1,0.335,26.76,-65.67
0.008096,pieces/m3,0.005-1,0.335,28.06,-65.34
0.04048,pieces/m3,0.005-1,0.335,29.14,-65.08
0.011676,pieces/m3,0.005-1,0.335,29.13,-65.1
1.297104,pieces/m3,1-10,0.335,30.52,-64.86
0.264748,pieces/m3,0.005-1,0.335,33.43,-65.8
0.0,pieces/m3,0-0.0005,0.335,34.05,-65.32
0.009952,pieces/m3,0.005-1,0.335,34.08,-65.31
0.04976,pieces/m3,0.005-1,0.335,34.83,-65.0
0.02328,pieces/m3,0.005-1,0.335,35.5,-64.65
0.016752,pieces/m3,0.005-1,0.335,35.51,-64.64
0.008556,pieces/m3,0.005-1,0.335,35.73,-64.37
0.0,pieces/m3,0-0.0005,0.335,36.23,-64.07
0.0,pieces/m3,0-0.0005,0.335,36.25,-64.07
0.075716,pieces/m3,0.005-1,0.335,37.45,-63.57
0.2525,pieces/m3,0.005-1,0.335,38.5,-64.4
0.015632,pieces/m3,0.005-1,0.335,39.06,-63.52
0.003656,pieces/m3,0.0005-0.005,0.335,39.05,-63.5
0.03734,pieces/m3,0.005-1,0.335,39.18,-63.65
0.023528,pieces/m3,0.005-1,0.335,39.38,-64.64
0.00322,pieces/m3,0.0005-0.005,0.335,41.64,-63.63
0.0,pieces/m3,0-0.0005,0.335,41.63,-63.64
0.25054,pieces/m3,0.005-1,0.335,42.36,-63.82
0.013072,pieces/m3,0.005-1,0.335,42.94,-63.94
0.003848,pieces/m3,0.0005-0.005,0.335,43.34,-64.3
0.004056,pieces/m3,0.0005-0.005,0.335,43.02,-64.72
0.008428,pieces/m3,0.005-1,0.335,41.46,-70.76
0.0,pieces/m3,0-0.0005,0.335,39.84,-71.12
0.00432,pieces/m3,0.0005-0.005,0.335,40.71,-70.08
0.00648,pieces/m3,0.005-1,0.335,40.71,-69.65
0.0,pieces/m3,0-0.0005,0.335,41.35,-69.18
0.00648,pieces/m3,0.005-1,0.335,42.05,-69.48
0.0,pieces/m3,0-0.0005,0.335,42.41,-70.15
0.00216,pieces/m3,0.0005-0.005,0.335,42.38,-70.4
0.0,pieces/m3,0-0.0005,0.335,42.93,-69.99
0.0,pieces/m3,0-0.0005,0.335,42.85,-69.61
0.01512,pieces/m3,0.005-1,0.335,42.86,-69.31
0.00648,pieces/m3,0.005-1,0.335,42.4,-68.56
0.0,pieces/m3,0-0.0005,0.335,42.31,-68.32
0.0027,pieces/m3,0.0005-0.005,0.335,42.04,-69.44
0.0,pieces/m3,0-0.0005,0.335,42.21,-70.19
0.0,pieces/m3,0-0.0005,0.335,41.04,-70.54
0.0,pieces/m3,0-0.0005,0.335,40.74,-70.52
0.00216,pieces/m3,0.0005-0.005,0.335,41.5,-69.35
0.00166,pieces/m3,0.0005-0.005,0.335,41.88,-69.35
0.0,pieces/m3,0-0.0005,0.335,42.23,-69.37
0.004632,pieces/m3,0.0005-0.005,0.335,41.49,-69.35
0.029108,pieces/m3,0.005-1,0.335,42.54,-69.68
0.0,pieces/m3,0-0.0005,0.335,42.53,-70.51
0.00648,pieces/m3,0.005-1,0.335,41.04,-71.02
0.00432,pieces/m3,0.0005-0.005,0.335,40.74,-70.57
0.00432,pieces/m3,0.0005-0.005,0.335,40.35,-70.97
0.0108,pieces/m3,0.005-1,0.335,40.26,-70.83
0.00864,pieces/m3,0.005-1,0.335,40.71,-70.86
0.006404,pieces/m3,0.005-1,0.335,43.2,-68.81
0.00982,pieces/m3,0.005-1,0.335,42.86,-67.39
0.0,pieces/m3,0-0.0005,0.335,42.41,-66.21
0.00216,pieces/m3,0.0005-0.005,0.335,42.15,-65.97
0.0,pieces/m3,0-0.0005,0.335,41.95,-65.09
0.004,pieces/m3,0.0005-0.005,0.335,41.96,-64.61
0.0,pieces/m3,0-0.0005,0.335,42.51,-65.67
0.0,pieces/m3,0-0.0005,0.335,43.04,-66.0
0.0,pieces/m3,0-0.0005,0.335,43.36,-66.53
0.0,pieces/m3,0-0.0005,0.335,43.68,-67.7
0.0,pieces/m3,0-0.0005,0.335,43.98,-67.98
0.00216,pieces/m3,0.0005-0.005,0.335,40.2,-68.83
0.001356,pieces/m3,0.0005-0.005,0.335,39.48,-68.28
0.0,pieces/m3,0-0.0005,0.335,38.89,-67.7
0.0,pieces/m3,0-0.0005,0.335,38.02,-66.8
0.014556,pieces/m3,0.005-1,0.335,37.18,-65.6
0.016636,pieces/m3,0.005-1,0.335,36.32,-64.82
0.034888,pieces/m3,0.005-1,0.335,36.31,-64.8
0.017336,pieces/m3,0.005-1,0.335,35.53,-64.13
0.0,pieces/m3,0-0.0005,0.335,34.62,-63.53
0.0,pieces/m3,0-0.0005,0.335,34.61,-63.52
0.062272,pieces/m3,0.005-1,0.335,33.94,-63.06
0.046376,pieces/m3,0.005-1,0.335,33.25,-62.51
0.024192,pieces/m3,0.005-1,0.335,33.22,-62.5
0.238236,pieces/m3,0.005-1,0.335,32.18,-61.82
0.072996,pieces/m3,0.005-1,0.335,31.13,-61.07
0.048032,pieces/m3,0.005-1,0.335,31.11,-61.05
0.306068,pieces/m3,0.005-1,0.335,30.13,-60.46
0.00216,pieces/m3,0.0005-0.005,0.335,29.47,-60.07
0.003084,pieces/m3,0.0005-0.005,0.335,29.45,-60.07
0.034544,pieces/m3,0.005-1,0.335,28.69,-59.68
0.026816,pieces/m3,0.005-1,0.335,28.06,-59.48
0.042992,pieces/m3,0.005-1,0.335,28.04,-59.49
0.13986,pieces/m3,0.005-1,0.335,27.52,-59.28
0.0052,pieces/m3,0.005-1,0.335,26.77,-58.81
0.017292,pieces/m3,0.005-1,0.335,26.74,-58.88
0.007828,pieces/m3,0.005-1,0.335,26.17,-58.6
0.007164,pieces/m3,0.005-1,0.335,26.15,-58.6
0.007024,pieces/m3,0.005-1,0.335,25.28,-58.23
0.00352,pieces/m3,0.0005-0.005,0.335,24.7,-58.21
0.0,pieces/m3,0-0.0005,0.335,24.69,-58.22
0.005716,pieces/m3,0.005-1,0.335,24.18,-58.14
0.005052,pieces/m3,0.005-1,0.335,23.27,-57.8
0.0,pieces/m3,0-0.0005,0.335,23.24,-57.81
0.018392,pieces/m3,0.005-1,0.335,22.54,-57.89
0.0,pieces/m3,0-0.0005,0.335,21.66,-57.93
0.0,pieces/m3,0-0.0005,0.335,21.65,-57.93
0.004324,pieces/m3,0.0005-0.005,0.335,21.22,-58.0
0.00306,pieces/m3,0.0005-0.005,0.335,20.82,-58.14
0.0036,pieces/m3,0.0005-0.005,0.335,20.07,-57.93
0.0,pieces/m3,0-0.0005,0.335,19.5,-57.91
0.003256,pieces/m3,0.0005-0.005,0.335,19.49,-57.91
0.006976,pieces/m3,0.005-1,0.335,18.97,-58.03
0.0,pieces/m3,0-0.0005,0.335,18.29,-58.23
0.002232,pieces/m3,0.0005-0.005,0.335,18.28,-58.25
0.012952,pieces/m3,0.005-1,0.335,17.69,-58.38
0.0,pieces/m3,0-0.0005,0.335,16.98,-58.53
0.003092,pieces/m3,0.0005-0.005,0.335,16.97,-58.55
0.008884,pieces/m3,0.005-1,0.335,16.13,-58.47
0.00806,pieces/m3,0.005-1,0.335,15.09,-58.3
0.0,pieces/m3,0-0.0005,0.335,15.07,-58.31
0.0,pieces/m3,0-0.0005,0.335,14.1,-58.19
0.0,pieces/m3,0-0.0005,0.335,13.22,-58.05
0.0,pieces/m3,0-0.0005,0.335,13.21,-58.05
0.0,pieces/m3,0-0.0005,0.335,12.57,-57.9
0.0,pieces/m3,0-0.0005,0.335,11.85,-57.85
0.0,pieces/m3,0-0.0005,0.335,11.83,-57.87
0.0,pieces/m3,0-0.0005,0.335,11.03,-57.91
0.001532,pieces/m3,0.0005-0.005,0.335,10.64,-58.42
0.0,pieces/m3,0-0.0005,0.335,10.63,-58.44
0.004856,pieces/m3,0.0005-0.005,0.335,13.14,-61.51
0.0,pieces/m3,0-0.0005,0.335,16.42,-61.31
0.001572,pieces/m3,0.0005-0.005,0.335,17.76,-62.65
0.0,pieces/m3,0-0.0005,0.335,17.97,-63.15
0.0,pieces/m3,0-0.0005,0.335,18.4,-64.15
0.0,pieces/m3,0-0.0005,0.335,18.06,-64.54
0.0,pieces/m3,0-0.0005,0.335,17.86,-64.31
0.0,pieces/m3,0-0.0005,0.335,17.08,-63.98
0.0,pieces/m3,0-0.0005,0.335,16.89,-63.88
