microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat,lon
0.0,pieces/m3,0-0.0005,0.335,16.98,-63.48
0.0,pieces/m3,0-0.0005,0.335,17.48,-63.72
0.0,pieces/m3,0-0.0005,0.335,16.68,-64.27
0.0,pieces/m3,0-0.0005,0.335,16.41,-65.1
0.0,pieces/m3,0-0.0005,0.335,16.2,-65.93
0.0,pieces/m3,0-0.0005,0.335,16.05,-66.98
0.0,pieces/m3,0-0.0005,0.335,15.8,-68.76
0.00556,pieces/m3,0.005-1,0.335,15.89,-69.58
0.0,pieces/m3,0-0.0005,0.335,16.33,-70.9
0.003288,pieces/m3,0.0005-0.005,0.335,16.3,-71.58
0.023388,pieces/m3,0.005-1,0.335,16.58,-72.8
0.183528,pieces/m3,0.005-1,0.335,16.81,-74.92
0.0,pieces/m3,0-0.0005,0.335,16.92,-75.54
0.0,pieces/m3,0-0.0005,0.335,17.06,-76.08
0.10434,pieces/m3,0.005-1,0.335,17.2,-76.87
0.00948,pieces/m3,0.005-1,0.335,17.22,-77.6
0.00174,pieces/m3,0.0005-0.005,0.335,17.47,-79.32
0.0,pieces/m3,0-0.0005,0.335,17.26,-79.08
0.010384,pieces/m3,0.005-1,0.335,17.54,-79.76
0.009244,pieces/m3,0.005-1,0.335,17.68,-80.64
0.0,pieces/m3,0-0.0005,0.335,18.34,-82.47
0.004704,pieces/m3,0.0005-0.005,0.335,18.58,-83.39
0.0,pieces/m3,0-0.0005,0.335,18.05,-83.68
0.010016,pieces/m3,0.005-1,0.335,17.21,-84.32
0.011364,pieces/m3,0.005-1,0.335,16.67,-85.41
0.007356,pieces/m3,0.005-1,0.335,16.39,-86.26
0.002072,pieces/m3,0.0005-0.005,0.335,16.74,-85.68
0.0,pieces/m3,0-0.0005,0.335,17.55,-84.7
0.00808,pieces/m3,0.005-1,0.335,18.8,-84.9
0.073276,pieces/m3,0.005-1,0.335,24.1,-82.47
0.001056,pieces/m3,0.0005-0.005,0.335,24.2,-81.93
0.00188,pieces/m3,0.0005-0.005,0.335,24.26,-81.85
0.0,pieces/m3,0-0.0005,0.335,24.45,-83.85
0.001864,pieces/m3,0.0005-0.005,0.335,24.13,-83.69
0.0,pieces/m3,0-0.0005,0.335,24.56,-83.17
0.0,pieces/m3,0-0.0005,0.335,24.02,-82.84
0.0,pieces/m3,0-0.0005,0.335,24.22,-82.23
0.001776,pieces/m3,0.0005-0.005,0.335,24.38,-82.92
0.0,pieces/m3,0-0.0005,0.335,24.37,-83.54
0.004284,pieces/m3,0.0005-0.005,0.335,24.45,-83.91
0.0,pieces/m3,0-0.0005,0.335,24.51,-84.31
0.0,pieces/m3,0-0.0005,0.335,24.9,-84.74
0.01432,pieces/m3,0.005-1,0.335,25.26,-84.56
0.0,pieces/m3,0-0.0005,0.335,25.18,-83.96
0.0,pieces/m3,0-0.0005,0.335,25.14,-83.73
0.013516,pieces/m3,0.005-1,0.335,24.59,-83.34
0.005184,pieces/m3,0.005-1,0.335,24.59,-83.23
0.005976,pieces/m3,0.005-1,0.335,24.52,-81.81
0.010264,pieces/m3,0.005-1,0.335,24.49,-81.24
0.0,pieces/m3,0-0.0005,0.335,24.85,-80.41
0.0,pieces/m3,0-0.0005,0.335,27.66,-79.96
0.0,pieces/m3,0-0.0005,0.335,28.38,-79.74
0.004656,pieces/m3,0.0005-0.005,0.335,28.52,-79.3
0.007728,pieces/m3,0.005-1,0.335,28.5,-78.97
0.0,pieces/m3,0-0.0005,0.335,27.76,-76.27
0.0,pieces/m3,0-0.0005,0.335,25.64,-76.54
0.021528,pieces/m3,0.005-1,0.335,23.24,-73.25
0.0,pieces/m3,0-0.0005,0.335,22.47,-72.57
0.007004,pieces/m3,0.005-1,0.335,22.11,-71.66
0.0,pieces/m3,0-0.0005,0.335,22.17,-71.61
0.0,pieces/m3,0-0.0005,0.335,22.24,-71.57
0.002204,pieces/m3,0.0005-0.005,0.335,21.17,-71.41
0.00692,pieces/m3,0.005-1,0.335,20.69,-71.08
0.00216,pieces/m3,0.0005-0.005,0.335,24.25,-81.97
0.00432,pieces/m3,0.0005-0.005,0.335,26.17,-79.31
0.0,pieces/m3,0-0.0005,0.335,26.41,-79.38
0.0,pieces/m3,0-0.0005,0.335,29.7,-77.57
0.0,pieces/m3,0-0.0005,0.335,30.01,-76.53
0.084844,pieces/m3,0.005-1,0.335,30.22,-75.82
0.0,pieces/m3,0-0.0005,0.335,30.0,-74.58
0.0,pieces/m3,0-0.0005,0.335,29.9,-74.18
0.00864,pieces/m3,0.005-1,0.335,29.82,-73.46
0.334772,pieces/m3,0.005-1,0.335,29.87,-72.42
0.026268,pieces/m3,0.005-1,0.335,28.95,-70.4
0.046128,pieces/m3,0.005-1,0.335,28.28,-69.73
0.0027,pieces/m3,0.0005-0.005,0.335,27.38,-69.51
0.0108,pieces/m3,0.005-1,0.335,25.17,-68.78
0.008528,pieces/m3,0.005-1,0.335,24.15,-68.34
0.01512,pieces/m3,0.005-1,0.335,23.22,-67.82
0.016616,pieces/m3,0.005-1,0.335,21.16,-68.33
0.0,pieces/m3,0-0.0005,0.335,20.24,-68.52
0.0,pieces/m3,0-0.0005,0.335,19.25,-68.91
0.00648,pieces/m3,0.005-1,0.335,20.18,-70.07
0.001544,pieces/m3,0.0005-0.005,0.335,20.36,-71.01
0.008376,pieces/m3,0.005-1,0.335,20.31,-72.45
0.003352,pieces/m3,0.0005-0.005,0.335,20.05,-73.52
0.007956,pieces/m3,0.005-1,0.335,19.04,-74.55
0.0048,pieces/m3,0.0005-0.005,0.335,18.33,-75.02
0.00216,pieces/m3,0.0005-0.005,0.335,18.55,-77.46
0.004628,pieces/m3,0.0005-0.005,0.335,18.8,-77.96
0.035996,pieces/m3,0.005-1,0.335,18.96,-78.46
0.0108,pieces/m3,0.005-1,0.335,19.09,-79.22
0.0,pieces/m3,0-0.0005,0.335,19.46,-80.24
0.008016,pieces/m3,0.005-1,0.335,19.82,-81.07
0.0,pieces/m3,0-0.0005,0.335,19.93,-81.81
0.0,pieces/m3,0-0.0005,0.335,24.04,-81.92
0.0,pieces/m3,0-0.0005,0.335,24.02,-81.91
0.00562,pieces/m3,0.005-1,0.335,24.2,-82.1
0.00216,pieces/m3,0.0005-0.005,0.335,24.16,-82.08
0.0,pieces/m3,0-0.0005,0.335,24.01,-82.07
0.00432,pieces/m3,0.0005-0.005,0.335,24.01,-82.07
0.0,pieces/m3,0-0.0005,0.335,24.14,-81.98
0.00864,pieces/m3,0.005-1,0.335,24.14,-81.98
0.0,pieces/m3,0-0.0005,0.335,25.71,-79.83
0.0,pieces/m3,0-0.0005,0.335,27.21,-79.7
0.179984,pieces/m3,0.005-1,0.335,30.45,-78.95
0.0027,pieces/m3,0.0005-0.005,0.335,35.99,-75.19
0.0,pieces/m3,0-0.0005,0.335,36.44,-75.5
0.0,pieces/m3,0-0.0005,0.335,39.25,-74.0
0.0,pieces/m3,0-0.0005,0.335,40.29,-73.41
0.0,pieces/m3,0-0.0005,0.335,40.0,-72.69
0.0018,pieces/m3,0.0005-0.005,0.335,39.57,-71.94
0.003084,pieces/m3,0.0005-0.005,0.335,39.28,-71.21
0.0,pieces/m3,0-0.0005,0.335,39.6,-70.47
0.0,pieces/m3,0-0.0005,0.335,40.69,-70.71
0.0,pieces/m3,0-0.0005,0.335,39.97,-71.05
0.0,pieces/m3,0-0.0005,0.335,40.04,-71.21
0.0,pieces/m3,0-0.0005,0.335,39.17,-70.52
0.0,pieces/m3,0-0.0005,0.335,38.97,-70.6
0.001444,pieces/m3,0.0005-0.005,0.335,40.73,-69.98
0.003128,pieces/m3,0.0005-0.005,0.335,40.62,-68.73
0.0,pieces/m3,0-0.0005,0.335,41.45,-69.13
0.0,pieces/m3,0-0.0005,0.335,41.59,-69.16
0.0,pieces/m3,0-0.0005,0.335,42.27,-69.29
0.02522,pieces/m3,0.005-1,0.335,42.47,-69.25
0.002788,pieces/m3,0.0005-0.005,0.335,42.62,-69.97
0.003084,pieces/m3,0.0005-0.005,0.335,42.83,-70.46
0.0,pieces/m3,0-0.0005,0.335,42.72,-69.59
0.0,pieces/m3,0-0.0005,0.335,42.32,-69.08
0.0,pieces/m3,0-0.0005,0.335,41.91,-68.52
0.0,pieces/m3,0-0.0005,0.335,42.83,-69.38
0.0,pieces/m3,0-0.0005,0.335,43.14,-69.63
0.0,pieces/m3,0-0.0005,0.335,42.61,-69.78
0.01152,pieces/m3,0.005-1,0.335,41.41,-71.18
0.011228,pieces/m3,0.005-1,0.335,40.99,-70.67
0.0,pieces/m3,0-0.0005,0.335,40.66,-70.47
0.003292,pieces/m3,0.0005-0.005,0.335,40.65,-69.15
0.00258,pieces/m3,0.0005-0.005,0.335,41.29,-68.76
0.0,pieces/m3,0-0.0005,0.335,41.83,-69.25
0.0,pieces/m3,0-0.0005,0.335,42.1,-69.24
0.0072,pieces/m3,0.005-1,0.335,42.47,-69.17
0.015244,pieces/m3,0.005-1,0.335,40.43,-70.74
0.0,pieces/m3,0-0.0005,0.335,39.6,-71.12
0.0036,pieces/m3,0.0005-0.005,0.335,39.42,-70.57
0.003928,pieces/m3,0.0005-0.005,0.335,39.42,-69.98
0.0027,pieces/m3,0.0005-0.005,0.335,40.04,-69.33
0.00864,pieces/m3,0.005-1,0.335,41.13,-71.26
0.0,pieces/m3,0-0.0005,0.335,41.1,-71.36
0.0,pieces/m3,0-0.0005,0.335,40.78,-70.85
0.0,pieces/m3,0-0.0005,0.335,39.94,-71.2
0.005708,pieces/m3,0.005-1,0.335,39.66,-70.88
0.0,pieces/m3,0-0.0005,0.335,39.36,-71.12
0.0,pieces/m3,0-0.0005,0.335,39.69,-72.06
0.0,pieces/m3,0-0.0005,0.335,39.59,-71.97
0.00432,pieces/m3,0.0005-0.005,0.335,40.12,-71.92
0.0024,pieces/m3,0.0005-0.005,0.335,40.74,-71.68
0.0,pieces/m3,0-0.0005,0.335,41.36,-71.19
0.006912,pieces/m3,0.005-1,0.335,42.1,-70.39
0.0,pieces/m3,0-0.0005,0.335,41.17,-70.83
0.0,pieces/m3,0-0.0005,0.335,41.15,-70.51
0.00282,pieces/m3,0.0005-0.005,0.335,40.7,-71.04
0.0,pieces/m3,0-0.0005,0.335,40.03,-71.06
0.006352,pieces/m3,0.005-1,0.335,35.86,-67.01
0.043196,pieces/m3,0.005-1,0.335,32.65,-64.19
0.047276,pieces/m3,0.005-1,0.335,31.73,-64.05
0.002348,pieces/m3,0.0005-0.005,0.335,31.39,-63.55
0.007072,pieces/m3,0.005-1,0.335,27.99,-60.55
0.0,pieces/m3,0-0.0005,0.335,25.07,-59.06
0.0,pieces/m3,0-0.0005,0.335,24.43,-58.99
0.00388,pieces/m3,0.0005-0.005,0.335,22.68,-58.76
0.017432,pieces/m3,0.005-1,0.335,21.81,-58.65
0.0,pieces/m3,0-0.0005,0.335,20.77,-58.64
0.00284,pieces/m3,0.0005-0.005,0.335,18.08,-58.88
0.001596,pieces/m3,0.0005-0.005,0.335,17.29,-59.34
0.0018,pieces/m3,0.0005-0.005,0.335,15.84,-60.55
0.0,pieces/m3,0-0.0005,0.335,15.66,-60.77
0.0,pieces/m3,0-0.0005,0.335,15.47,-61.0
0.0,pieces/m3,0-0.0005,0.335,17.45,-66.12
0.0,pieces/m3,0-0.0005,0.335,16.11,-68.31
0.002516,pieces/m3,0.0005-0.005,0.335,16.32,-69.31
0.0,pieces/m3,0-0.0005,0.335,16.35,-70.37
0.005036,pieces/m3,0.005-1,0.335,16.15,-72.44
0.0,pieces/m3,0-0.0005,0.335,16.27,-73.55
0.002132,pieces/m3,0.0005-0.005,0.335,16.41,-74.33
0.0,pieces/m3,0-0.0005,0.335,16.83,-75.83
0.0,pieces/m3,0-0.0005,0.335,16.34,-76.54
0.00184,pieces/m3,0.0005-0.005,0.335,16.3,-77.18
0.0,pieces/m3,0-0.0005,0.335,16.48,-78.6
0.001984,pieces/m3,0.0005-0.005,0.335,18.5,-79.88
0.001456,pieces/m3,0.0005-0.005,0.335,19.03,-80.42
0.001596,pieces/m3,0.0005-0.005,0.335,19.3,-80.7
0.008576,pieces/m3,0.005-1,0.335,19.19,-84.56
0.007132,pieces/m3,0.005-1,0.335,24.01,-82.2
0.0,pieces/m3,0-0.0005,0.335,24.05,-82.22
0.01728,pieces/m3,0.005-1,0.335,32.42,-117.18
0.02376,pieces/m3,0.005-1,0.335,31.54,-117.18
0.0,pieces/m3,0-0.0005,0.335,30.6,-117.47
0.0,pieces/m3,0-0.0005,0.335,29.1,-117.18
0.0,pieces/m3,0-0.0005,0.335,28.54,-116.09
0.00216,pieces/m3,0.0005-0.005,0.335,27.8,-115.88
0.0,pieces/m3,0-0.0005,0.335,27.09,-115.61
0.0,pieces/m3,0-0.0005,0.335,26.08,-114.91
0.0,pieces/m3,0-0.0005,0.335,24.65,-113.28
0.00216,pieces/m3,0.0005-0.005,0.335,23.06,-110.98
0.0,pieces/m3,0-0.0005,0.335,22.97,-110.49
0.0108,pieces/m3,0.005-1,0.335,22.87,-109.94
0.0,pieces/m3,0-0.0005,0.335,24.29,-110.11
0.01728,pieces/m3,0.005-1,0.335,24.52,-109.92
0.00216,pieces/m3,0.0005-0.005,0.335,24.38,-109.17
0.00432,pieces/m3,0.0005-0.005,0.335,23.8,-108.52
0.0108,pieces/m3,0.005-1,0.335,23.28,-107.84
0.04628,pieces/m3,0.005-1,0.335,22.47,-107.6
0.00216,pieces/m3,0.0005-0.005,0.335,19.12,-106.06
0.00216,pieces/m3,0.0005-0.005,0.335,18.18,-105.82
0.00216,pieces/m3,0.0005-0.005,0.335,17.77,-105.74
0.0,pieces/m3,0-0.0005,0.335,17.45,-104.23
0.01728,pieces/m3,0.005-1,0.335,17.25,-102.62
0.0,pieces/m3,0-0.0005,0.335,17.04,-101.36
0.0216,pieces/m3,0.005-1,0.335,16.33,-99.24
0.008468,pieces/m3,0.005-1,0.335,15.78,-98.47
0.0,pieces/m3,0-0.0005,0.335,15.41,-97.89
0.00648,pieces/m3,0.005-1,0.335,14.41,-96.5
0.0,pieces/m3,0-0.0005,0.335,13.8,-96.14
0.0,pieces/m3,0-0.0005,0.335,11.33,-93.89
0.00432,pieces/m3,0.0005-0.005,0.335,10.26,-93.01
0.0,pieces/m3,0-0.0005,0.335,9.43,-92.97
0.0,pieces/m3,0-0.0005,0.335,8.7,-92.56
0.00216,pieces/m3,0.0005-0.005,0.335,6.79,-89.24
0.0,pieces/m3,0-0.0005,0.335,6.32,-87.77
0.00432,pieces/m3,0.0005-0.005,0.335,5.89,-87.09
0.0,pieces/m3,0-0.0005,0.335,5.59,-87.04
0.0,pieces/m3,0-0.0005,0.335,5.62,-86.96
0.00216,pieces/m3,0.0005-0.005,0.335,6.97,-85.93
0.0,pieces/m3,0-0.0005,0.335,7.73,-85.75
0.0,pieces/m3,0-0.0005,0.335,7.99,-85.51
0.00864,pieces/m3,0.005-1,0.335,8.45,-85.33
0.0,pieces/m3,0-0.0005,0.335,9.39,-84.95
0.0,pieces/m3,0-0.0005,0.335,9.71,-84.99
0.0,pieces/m3,0-0.0005,0.335,8.97,-85.23
0.002036,pieces/m3,0.0005-0.005,0.335,7.34,-87.0
0.004112,pieces/m3,0.0005-0.005,0.335,6.13,-86.51
0.0,pieces/m3,0-0.0005,0.335,5.97,-86.73
0.0,pieces/m3,0-0.0005,0.335,5.0,-87.56
0.00216,pieces/m3,0.0005-0.005,0.335,3.73,-88.07
0.0,pieces/m3,0-0.0005,0.335,3.01,-88.1
0.0,pieces/m3,0-0.0005,0.335,1.74,-89.06
0.0,pieces/m3,0-0.0005,0.335,1.15,-90.11
0.0,pieces/m3,0-0.0005,0.335,1.17,-89.33
0.0,pieces/m3,0-0.0005,0.335,0.07,-89.79
0.0,pieces/m3,0-0.0005,0.335,-0.51,-90.08
0.0,pieces/m3,0-0.0005,0.335,-0.87,-90.26
0.0,pieces/m3,0-0.0005,0.335,-1.21,-90.43
0.0,pieces/m3,0-0.0005,0.335,-1.07,-90.84
0.0,pieces/m3,0-0.0005,0.335,-1.13,-91.96
0.0,pieces/m3,0-0.0005,0.335,-0.93,-93.02
0.0,pieces/m3,0-0.0005,0.335,-0.98,-93.76
0.0,pieces/m3,0-0.0005,0.335,-1.52,-96.0
0.0,pieces/m3,0-0.0005,0.335,-1.84,-97.36
0.0,pieces/m3,0-0.0005,0.335,-2.04,-98.44
0.0,pieces/m3,0-0.0005,0.335,-2.2,-99.82
0.0,pieces/m3,0-0.0005,0.335,-2.33,-100.79
0.0,pieces/m3,0-0.0005,0.335,-2.53,-101.99
0.0,pieces/m3,0-0.0005,0.335,-2.97,-103.19
0.0,pieces/m3,0-0.0005,0.335,-3.54,-104.46
0.0,pieces/m3,0-0.0005,0.335,-4.02,-105.63
0.0,pieces/m3,0-0.0005,0.335,-4.44,-106.96
0.0,pieces/m3,0-0.0005,0.335,-4.67,-107.64
0.0,pieces/m3,0-0.0005,0.335,-4.83,-109.12
0.0,pieces/m3,0-0.0005,0.335,-4.98,-109.94
0.0,pieces/m3,0-0.0005,0.335,-5.73,-111.21
0.0,pieces/m3,0-0.0005,0.335,-5.73,-111.23
0.0,pieces/m3,0-0.0005,0.335,-5.76,-111.24
0.0,pieces/m3,0-0.0005,0.335,-5.77,-111.26
0.0,pieces/m3,0-0.0005,0.335,-5.78,-111.27
0.0,pieces/m3,0-0.0005,0.335,-5.79,-111.28
0.0,pieces/m3,0-0.0005,0.335,-5.81,-111.29
0.00864,pieces/m3,0.005-1,0.335,-5.98,-111.97
0.0,pieces/m3,0-0.0005,0.335,-6.44,-113.34
0.0,pieces/m3,0-0.0005,0.335,-6.66,-113.9
0.0,pieces/m3,0-0.0005,0.335,-6.96,-115.09
0.00216,pieces/m3,0.0005-0.005,0.335,-6.99,-115.83
0.0,pieces/m3,0-0.0005,0.335,-7.39,-117.23
0.0,pieces/m3,0-0.0005,0.335,-7.5,-118.19
0.0,pieces/m3,0-0.0005,0.335,-7.7,-119.38
0.0,pieces/m3,0-0.0005,0.335,-7.73,-120.06
0.0,pieces/m3,0-0.0005,0.335,-7.97,-121.14
0.0,pieces/m3,0-0.0005,0.335,-8.23,-122.0
0.004236,pieces/m3,0.0005-0.005,0.335,-8.53,-123.12
0.001448,pieces/m3,0.0005-0.005,0.335,-7.92,-124.85
0.0,pieces/m3,0-0.0005,0.335,-8.13,-125.56
0.0,pieces/m3,0-0.0005,0.335,-8.56,-126.6
0.0,pieces/m3,0-0.0005,0.335,-8.69,-127.47
0.0,pieces/m3,0-0.0005,0.335,-8.67,-130.27
0.0,pieces/m3,0-0.0005,0.335,-16.96,-149.84
0.0108,pieces/m3,0.005-1,0.335,-16.32,-149.8
0.00432,pieces/m3,0.0005-0.005,0.335,-16.1,-149.66
0.002036,pieces/m3,0.0005-0.005,0.335,-15.9,-149.55
0.0,pieces/m3,0-0.0005,0.335,-16.11,-148.96
0.0,pieces/m3,0-0.0005,0.335,-15.91,-148.58
0.00214,pieces/m3,0.0005-0.005,0.335,-15.87,-148.36
0.0,pieces/m3,0-0.0005,0.335,-15.78,-148.31
0.0,pieces/m3,0-0.0005,0.335,-15.84,-148.31
0.0,pieces/m3,0-0.0005,0.335,-15.96,-148.24
0.00648,pieces/m3,0.005-1,0.335,-15.54,-148.18
0.0,pieces/m3,0-0.0005,0.335,-14.55,-147.82
0.0,pieces/m3,0-0.0005,0.335,-14.7,-147.8
0.0,pieces/m3,0-0.0005,0.335,-14.74,-147.8
0.00216,pieces/m3,0.0005-0.005,0.335,-14.57,-147.24
0.00216,pieces/m3,0.0005-0.005,0.335,-14.39,-146.61
0.0,pieces/m3,0-0.0005,0.335,-14.61,-146.42
0.00432,pieces/m3,0.0005-0.005,0.335,-14.5,-146.43
0.00432,pieces/m3,0.0005-0.005,0.335,-14.41,-146.41
0.0,pieces/m3,0-0.0005,0.335,-14.49,-146.49
0.0,pieces/m3,0-0.0005,0.335,-14.0,-146.31
0.006172,pieces/m3,0.005-1,0.335,-13.65,-145.06
0.0,pieces/m3,0-0.0005,0.335,-12.69,-142.3
0.00432,pieces/m3,0.0005-0.005,0.335,-11.65,-141.91
0.0,pieces/m3,0-0.0005,0.335,-11.66,-141.92
0.0,pieces/m3,0-0.0005,0.335,-11.69,-141.93
0.001384,pieces/m3,0.0005-0.005,0.335,-11.71,-141.93
0.0,pieces/m3,0-0.0005,0.335,-11.54,-141.73
0.0,pieces/m3,0-0.0005,0.335,-11.69,-141.02
0.0,pieces/m3,0-0.0005,0.335,-11.77,-141.04
0.0,pieces/m3,0-0.0005,0.335,-10.89,-140.58
0.0,pieces/m3,0-0.0005,0.335,-10.06,-140.59
0.0,pieces/m3,0-0.0005,0.335,-9.32,-140.27
0.0,pieces/m3,0-0.0005,0.335,-8.66,-140.07
0.0,pieces/m3,0-0.0005,0.335,-8.39,-140.52
0.0,pieces/m3,0-0.0005,0.335,-8.09,-140.68
0.0,pieces/m3,0-0.0005,0.335,-8.01,-140.75
0.0,pieces/m3,0-0.0005,0.335,-7.9,-140.71
0.0,pieces/m3,0-0.0005,0.335,-4.84,-141.21
0.0,pieces/m3,0-0.0005,0.335,-4.02,-141.39
0.0,pieces/m3,0-0.0005,0.335,-2.89,-141.53
0.0,pieces/m3,0-0.0005,0.335,-0.99,-141.84
0.0,pieces/m3,0-0.0005,0.335,0.49,-141.9
0.0,pieces/m3,0-0.0005,0.335,1.09,-142.01
0.0,pieces/m3,0-0.0005,0.335,1.7,-142.15
0.0,pieces/m3,0-0.0005,0.335,1.83,-142.29
0.0,pieces/m3,0-0.0005,0.335,2.21,-142.56
0.0,pieces/m3,0-0.0005,0.335,2.79,-143.0
0.0,pieces/m3,0-0.0005,0.335,3.14,-143.71
0.0,pieces/m3,0-0.0005,0.335,3.85,-143.98
0.0,pieces/m3,0-0.0005,0.335,3.83,-143.98
0.0,pieces/m3,0-0.0005,0.335,3.8,-144.0
0.0,pieces/m3,0-0.0005,0.335,3.78,-144.02
0.0,pieces/m3,0-0.0005,0.335,4.99,-144.4
0.0,pieces/m3,0-0.0005,0.335,6.02,-144.89
0.0,pieces/m3,0-0.0005,0.335,12.33,-149.8
0.00432,pieces/m3,0.0005-0.005,0.335,14.55,-150.85
0.00432,pieces/m3,0.0005-0.005,0.335,16.29,-151.6
0.00432,pieces/m3,0.0005-0.005,0.335,19.86,-154.98
0.00216,pieces/m3,0.0005-0.005,0.335,20.57,-155.54
0.004112,pieces/m3,0.0005-0.005,0.335,20.85,-157.7
0.030856,pieces/m3,0.005-1,0.335,20.24,-157.38
0.01496,pieces/m3,0.005-1,0.335,19.62,-157.0
0.021372,pieces/m3,0.005-1,0.335,19.09,-156.24
0.010888,pieces/m3,0.005-1,0.335,18.01,-156.72
0.006856,pieces/m3,0.005-1,0.335,17.23,-157.24
0.0,pieces/m3,0-0.0005,0.335,16.14,-157.92
0.006892,pieces/m3,0.005-1,0.335,14.89,-158.46
0.01944,pieces/m3,0.005-1,0.335,13.98,-158.97
0.008152,pieces/m3,0.005-1,0.335,13.22,-159.47
0.004236,pieces/m3,0.0005-0.005,0.335,12.15,-159.95
0.002076,pieces/m3,0.0005-0.005,0.335,11.37,-160.22
0.0,pieces/m3,0-0.0005,0.335,10.28,-160.52
0.0036,pieces/m3,0.0005-0.005,0.335,9.37,-160.68
0.0024,pieces/m3,0.0005-0.005,0.335,8.7,-160.8
0.0,pieces/m3,0-0.0005,0.335,6.98,-160.98
0.0,pieces/m3,0-0.0005,0.335,6.06,-161.56
0.0048,pieces/m3,0.0005-0.005,0.335,5.76,-161.9
0.01246,pieces/m3,0.005-1,0.335,6.67,-162.95
0.0,pieces/m3,0-0.0005,0.335,7.78,-163.92
0.0,pieces/m3,0-0.0005,0.335,8.89,-164.73
0.0,pieces/m3,0-0.0005,0.335,9.54,-165.26
0.001964,pieces/m3,0.0005-0.005,0.335,10.61,-165.95
0.0,pieces/m3,0-0.0005,0.335,11.8,-166.41
0.0,pieces/m3,0-0.0005,0.335,14.18,-167.24
0.0,pieces/m3,0-0.0005,0.335,14.98,-167.65
0.0,pieces/m3,0-0.0005,0.335,16.03,-168.18
0.0,pieces/m3,0-0.0005,0.335,16.39,-169.05
0.003692,pieces/m3,0.0005-0.005,0.335,17.47,-170.01
0.00432,pieces/m3,0.0005-0.005,0.335,18.54,-170.6
0.0,pieces/m3,0-0.0005,0.335,19.17,-171.16
0.002228,pieces/m3,0.0005-0.005,0.335,19.81,-171.91
0.00218,pieces/m3,0.0005-0.005,0.335,23.89,-174.74
0.046088,pieces/m3,0.005-1,0.335,26.22,-176.28
0.05402,pieces/m3,0.005-1,0.335,27.55,-177.03
0.35514,pieces/m3,0.005-1,0.335,26.8,-166.54
0.010636,pieces/m3,0.005-1,0.335,26.24,-165.56
0.35128,pieces/m3,0.005-1,0.335,32.57,-151.69
0.227176,pieces/m3,0.005-1,0.335,33.93,-151.55
0.01738,pieces/m3,0.005-1,0.335,44.88,-133.92
0.009076,pieces/m3,0.005-1,0.335,45.68,-132.29
0.0,pieces/m3,0-0.0005,0.335,48.2,-122.92
0.0,pieces/m3,0-0.0005,0.335,49.6,-127.57
0.0,pieces/m3,0-0.0005,0.335,50.38,-128.33
0.0,pieces/m3,0-0.0005,0.335,51.04,-129.04
0.0,pieces/m3,0-0.0005,0.335,52.2,-132.57
0.01296,pieces/m3,0.005-1,0.335,52.53,-132.76
0.0,pieces/m3,0-0.0005,0.335,53.07,-133.66
0.0,pieces/m3,0-0.0005,0.335,53.26,-134.15
0.0,pieces/m3,0-0.0005,0.335,53.31,-135.67
0.004152,pieces/m3,0.0005-0.005,0.335,53.43,-135.65
0.0,pieces/m3,0-0.0005,0.335,54.05,-135.29
0.0,pieces/m3,0-0.0005,0.335,55.43,-134.72
0.0,pieces/m3,0-0.0005,0.335,56.61,-134.58
0.0,pieces/m3,0-0.0005,0.335,57.46,-133.77
0.0,pieces/m3,0-0.0005,0.335,57.14,-134.05
0.0,pieces/m3,0-0.0005,0.335,57.51,-135.18
0.0,pieces/m3,0-0.0005,0.335,57.3,-136.21
0.0,pieces/m3,0-0.0005,0.335,57.22,-136.23
0.0,pieces/m3,0-0.0005,0.335,56.88,-136.1
0.0,pieces/m3,0-0.0005,0.335,56.54,-135.15
0.02492,pieces/m3,0.005-1,0.335,55.38,-134.24
0.0,pieces/m3,0-0.0005,0.335,54.3,-132.57
0.0,pieces/m3,0-0.0005,0.335,53.15,-133.14
0.002076,pieces/m3,0.0005-0.005,0.335,48.34,-124.93
0.0,pieces/m3,0-0.0005,0.335,47.9,-125.07
0.00214,pieces/m3,0.0005-0.005,0.335,47.19,-125.22
0.0,pieces/m3,0-0.0005,0.335,46.61,-124.6
0.00216,pieces/m3,0.0005-0.005,0.335,46.37,-124.24
0.095032,pieces/m3,0.005-1,0.335,46.1,-124.36
0.007924,pieces/m3,0.005-1,0.335,44.64,-125.27
0.0,pieces/m3,0-0.0005,0.335,43.72,-125.65
0.0,pieces/m3,0-0.0005,0.335,42.49,-125.82
0.0,pieces/m3,0-0.0005,0.335,39.25,-124.02
0.0,pieces/m3,0-0.0005,0.335,38.53,-123.66
0.0,pieces/m3,0-0.0005,0.335,37.64,-122.54
0.0,pieces/m3,0-0.0005,0.335,37.3,-122.58
0.0,pieces/m3,0-0.0005,0.335,36.19,-122.14
0.0,pieces/m3,0-0.0005,0.335,35.25,-122.24
0.0,pieces/m3,0-0.0005,0.335,33.97,-119.39
0.026396,pieces/m3,0.005-1,0.335,32.64,-117.33
0.0,pieces/m3,0-0.0005,0.335,32.91,-118.48
0.0,pieces/m3,0-0.0005,0.335,32.99,-118.74
0.053996,pieces/m3,0.005-1,0.335,32.6,-119.57
0.00432,pieces/m3,0.0005-0.005,0.335,32.21,-120.45
